title,imageUrl,promptEn,promptCh,sourceUrl
盛世长安繁华夜景游戏主城设计,https://img.opennana.com/prompts/assets/202604/1776963852602-cb44qpyk-1776963853782-1.jpeg,"Chang'an City game main city design, brilliantly illuminated Tang Dynasty architecture, bustling with NPC pedestrians",长安城游戏主城设计，唐代建筑灯火辉煌，NPC行人熙攘,https://opennana.com/awesome-prompt-gallery/prosperous-changan-night-city
史诗级动画战斗分镜图,https://img.opennana.com/prompts/assets/202604/1776962487411-nnu6mgul-1776962493094-1.jpeg,"Please generate a high-energy storyboard image in [xx style], featuring [Character A] vs [Character B].

The overall image must be in a 3:4 vertical composition, adopting a 3-column x 4-row layout with a total of 12 storyboard panels, presenting a complete set of continuously progressing animated battle storyboard, rather than an ordinary collage or a collection of single illustrations. The overall style should have a high-energy anime feel, cinematic camera tension, intense action design, and an epic battle atmosphere, like a collection of key frames from an already edited passionate anime trailer. The entire set of images must strictly advance according to the following rhythm:

Panel 1 environment establishment, Panel 2 Character A close-up, Panel 3 Character B close-up, Panel 4 confrontation between both sides, Panel 5 Character A attacks first, Panel 6 Character B counterattacks, Panel 7 close-quarters clash, Panel 8 power escalation, Panel 9 both sides' ultimate moves manifest, Panel 10 final sprint, Panel 11 decisive blow, Panel 12 aftermath of the battle. Each panel must have a clear large white number 1~12 in the top left corner, and each panel must have a white timecode and a concise Chinese description in the bottom left corner. Character A and Character B must maintain a unified appearance, unified clothing, unified abilities, and unified temperament throughout the entire set of 12 panels; if they are well-known characters, their highly recognizable classic images and ability characteristics must be retained; if they are original characters, a distinct design must be automatically generated based on the name and maintained consistently throughout.

The overall must emphasize character contrast, ability contrast, color contrast, and aura contrast, strengthen the sense of speed, sense of burst, sense of impact, energy fission, smoke, debris, and ultimate move special effects, ultimately forming a high-energy anime storyboard image where one can see at a glance the ""complete battle process"".","请生成一张【xx风格】的高燃分镜图，角色为【角色A】vs【角色B】。

整体画面必须为3:4竖版构图，采用3列×4行共12格分镜排版，呈现一整组连续推进的动画式战斗分镜图，而不是普通拼图或单张插画合集。整体风格应具有高燃动画感、电影级镜头张力、强烈动作设计与史诗级战斗氛围，像一支已经剪好的热血动画预告片关键帧合集。整组画面必须严格按照以下节奏推进：

第1格环境建立，第2格角色A特写，第3格角色B特写，第4格双方对峙，第5格角色A先攻，第6格角色B反击，第7格近身交锋，第8格力量升级，第9格双方大招显现，第10格最终冲刺，第11格决胜一击，第12格战后余波。每一格左上角必须有清晰的大号白色编号1~12，每一格左下角必须有白色时间码与一句简洁中文说明。角色A与角色B必须在整组12格中保持外观统一、服装统一、能力统一与气质统一；如果是知名角色，需保留高辨识度的经典形象与能力特征；如果是原创角色，则根据名称自动生成鲜明造型并保持全程一致。

整体必须强调角色对比、能力对比、色彩对比、气场对比，强化速度感、爆发感、冲撞感、能量裂变、烟尘碎石与大招特效，最终形成一张让人一眼看出“完整战斗过程”的高燃动画分镜图。",https://opennana.com/awesome-prompt-gallery/epic-anime-battle-storyboard
双重曝光的巅峰体育海报,https://img.opennana.com/prompts/assets/202604/1777026910002-pekb38k5-1777026913803-1.jpeg,"Cinematic sports poster, double exposure style, ultra-detailed, high-end editorial design.

A vertical 9:16 cinematic poster featuring a professional elite athlete [character name] from reference image.

The composition shows a powerful full-body athlete standing in the foreground, wearing a modern professional sports uniform designed in team-appropriate colors, with realistic athletic fabric, subtle branding details, and performance wear aesthetics. The athlete is standing confidently on a [SPORT](e.g. football, basketball, or relevant equipment depending on the sport), placed inside a dramatic professional stadium environment at night.

Behind the athlete is a large, cinematic close-up portrait of the same character, seamlessly blended into a double exposure composition. The portrait layer enhances emotional depth, identity, and intensity, creating a powerful visual hierarchy between body and spirit.

---

## 🌍 Background & Environment

The background is a highly stylized sports environment featuring:
- Abstract national or team identity symbolism inspired by the athlete’s country or club (flag shapes, emblems, or cultural motifs)
- Dynamic motion paint splashes that match the team’s primary and secondary color palette
- Energetic light streaks and particle effects to emphasize motion and speed
- A realistic stadium filled with soft crowd bokeh, depth, and atmospheric haze

---

## 💡 Lighting & Atmosphere

The lighting is cinematic and highly dramatic:
- Strong stadium floodlights with high contrast shadows  
- Volumetric lighting beams cutting through mist and rain  
- Atmosphere enriched with moisture particles, rain droplets, or dust in the air  
- Color grading automatically adapted to the team identity (cool, warm, neon, or high-contrast cinematic tone)  
- Ultra-realistic rendering of skin, sweat, fabric texture, and environmental reflections  

---

## 🎨 Visual Style Direction

The overall design follows a premium global sports campaign aesthetic:
- Inspired by high-end athletic branding such as Adidas, Nike, Y-3, and Olympic visual identity systems  
- Editorial magazine cover quality composition  
- Strong emphasis on identity, performance, and emotional intensity  
- Balanced fusion of realism and stylized cinematic enhancement  

---

## 🧩 Typography & Graphic System

Integrated but subtle sports branding elements:
- Visible jersey number on the athlete’s uniform  
- Authentic-looking team or national badge placed on the chest area  
- Bold headline typography integrated into composition (sports editorial style)  
- Subtle multilingual or culturally relevant typographic accents depending on athlete background  
- Minimal sponsor-style branding elements for realism  

---

## 🔥 Mood & Emotion

The overall mood is:
**powerful, elite, focused, emotionally intense, heroic, and representative of national or team pride**

The athlete feels like a global sports icon at the peak of performance, captured in a decisive cinematic moment.

---

## 📸 Final Output Quality

Ultra realistic, 8K resolution, sharp focus, cinematic depth of field, professional sports photography composition, motion energy design, high-end advertising poster quality, globally broadcast sports campaign aesthetic.","电影级体育海报，双重曝光风格，超精细，高端编辑设计。

一张垂直比例 9:16 的电影级海报，以参考图片中的职业精英运动员 [角色名称] 为特色。

构图展示一位强壮的全身运动员站在前景中，穿着采用适合队伍的颜色设计的现代职业运动服，具有逼真的运动面料、微妙的品牌细节和运动装备美学。运动员自信地站在 [运动项目]（例如足球、篮球，或根据运动项目而定的相关装备）上，置身于夜间极具戏剧性的专业体育场环境中。

在运动员身后是一个巨大的、电影级的同一角色特写肖像，无缝融合到双重曝光构图中。肖像层增强了情感深度、身份认同和强烈感，在身体与精神之间创造了强大的视觉层次感。

---

## 🌍 背景与环境

背景是一个高度风格化的体育环境，特色包括：
- 受运动员所在国家或俱乐部启发的抽象国家或队伍身份象征（旗帜形状、徽章或文化图案）
- 与队伍主次调色板相匹配的动态运动颜料飞溅
- 充满活力的光线条纹和粒子效果，以强调运动和速度
- 一个真实的体育场，充满柔和的人群虚化、深度感和大气薄雾

---

## 💡 光照与氛围

光照具有电影感且极具戏剧性：
- 强烈的体育场泛光灯，带有高对比度阴影  
- 穿透薄雾和雨水的体积光束  
- 充满水分颗粒、雨滴或空气中尘埃的丰富氛围  
- 色彩分级自动适应队伍身份（冷色调、暖色调、霓虹色调或高对比度电影色调）  
- 皮肤、汗水、面料纹理和环境反射的超写实渲染  

---

## 🎨 视觉风格方向

整体设计遵循高端全球体育活动美学：
- 灵感来自阿迪达斯、耐克、Y-3 和奥林匹克视觉识别系统等高端运动品牌  
- 杂志封面质量级别的编辑构图  
- 强烈强调身份、表现和情感强度  
- 现实主义与风格化电影增强的平衡融合  

---

## 🧩 排版与图形系统

融合但微妙的体育品牌元素：
- 运动员制服上可见的球衣号码  
- 位于胸部区域的逼真队伍或国家队徽章  
- 融入构图的粗体标题排版（体育编辑风格）  
- 根据运动员背景采用微妙的多语言或相关文化的排版点缀  
- 极简的赞助商风格品牌元素以增加真实感  

---

## 🔥 情绪与情感

整体情绪为：
**强大、精英、专注、情感强烈、英雄主义，并代表国家或队伍的骄傲**

这位运动员感觉像是一位处于表现巅峰的全球体育偶像，被捕捉在一个决定性的电影时刻。

---

## 📸 最终输出质量

超写实，8K分辨率，锐利对焦，电影景深，专业体育摄影构图，运动能量设计，高端广告海报质量，全球转播体育活动美学。",https://opennana.com/awesome-prompt-gallery/double-exposure-sports-poster
威震天高定西装时尚大片,https://img.opennana.com/prompts/assets/202604/1776963895635-t7nsbdhd-1776963896182-1.jpeg,"Megatron fashion magazine cover, silver-gray mecha wearing haute couture suit, cyberpunk neon background",威震天时尚杂志封面，银灰机甲穿高定西装，赛博朋克霓虹背景,https://opennana.com/awesome-prompt-gallery/megatron-haute-couture-fashion
运动瑜伽服模特摆拍姿势指南,https://img.opennana.com/prompts/assets/202604/1776962570210-fvnifb7m-1776962572826-1.jpeg,"Professional sportswear product photography pose guide, East Asian female model, dark gray/black yoga set (sports bra + high-waisted leggings), clean studio background, soft natural light. Collage layout: 2 rows × 5 columns, each pose with Chinese description.",专业运动服装产品摄影姿势指南，东亚女性模特，深灰色/黑色瑜伽套装（运动内衣+高腰紧身裤），干净摄影棚背景，柔和自然光。拼图布局：2行×5列，每个姿势配中文说明。,https://opennana.com/awesome-prompt-gallery/yoga-pose-guide
现代趣味品牌图标设计,https://img.opennana.com/prompts/assets/202604/1777037084565-kb56t8or-1777037091444-1.jpeg,"Create a cohesive collection of playful icons for [BRAND NAME], a [BRAND TYPE/INDUSTRY] brand. Style should be [STYLE KEYWORDS: e.g., rounded, 3D, flat, hand-drawn, minimal] with a [COLOR STYLE: vibrant, pastel, gradient, monochrome] palette. Use [DESIGN TRAITS: soft shadows, bold outlines, subtle textures, glow, etc.] to give a friendly and modern feel. Maintain consistency across all icons with a unified grid, proportions, and visual language. Icons should represent [LIST OF FEATURES/FUNCTIONS]. Ensure high clarity, balanced spacing, and scalable design suitable for UI, apps, and branding.",为 [BRAND NAME]，一个 [BRAND TYPE/INDUSTRY] 品牌，创建一套具有凝聚力的趣味图标。风格应为 [STYLE KEYWORDS: 例如，圆润、3D、扁平、手绘、极简]，搭配 [COLOR STYLE: 鲜艳、柔和、渐变、单色] 调色板。使用 [DESIGN TRAITS: 柔和阴影、粗轮廓、微妙纹理、发光] 营造出友好和现代的感觉。通过统一的网格、比例和视觉语言保持所有图标的一致性。图标应代表 [LIST OF FEATURES/FUNCTIONS]。确保高清晰度、均衡的间距，以及适合 UI、应用程序和品牌形象的可缩放设计。,https://opennana.com/awesome-prompt-gallery/modern-playful-brand-icons
各家大模型化身恋人游戏截图,https://img.opennana.com/prompts/assets/202604/1777037789037-nm6aidx3-1777037801062-1.jpeg,"Dating game, personification of major LLM models as lovers, colors and personalities must match, game screenshot",恋爱游戏，各大家 LLM 模型拟人化作为恋人，颜色和性格要匹配，游戏画面截图,https://opennana.com/awesome-prompt-gallery/llm-models-lover-game-screenshot
高端橙汁商业海报大片,https://img.opennana.com/prompts/assets/202604/1777037571037-b4hurw3t-1777037573673-1.jpeg,"Create a bold, high-end commercial poster for a premium orange juice brand, shot in a hyper-realistic studio environment with a strong emphasis on freshness, precision, and striking visual appeal.
Hero Composition:
A sleek transparent bottle filled with rich, vibrant orange juice stands at the center. The label is minimal, modern, and premium, featuring a clean orange graphic with refined typography. The bottle is topped with a matte black cap, enhanced by subtle highlights and realistic reflections.
Action & Story:
Two hands wearing matte black gloves interact with the product:
One hand firmly grips the bottle from the top
The other slices through a thick, juicy orange using a sharp stainless steel knife
The cut is captured mid-action, showcasing the juicy pulp and fresh citrus texture. A few orange slices are placed at the base, slightly scattered to create a natural yet styled composition.
Lighting & Mood:
Background: deep, rich green gradient with cinematic falloff
Surface: dark matte table with soft, controlled reflections
Lighting: dramatic studio setup
Strong key light from one side for depth
Soft fill light for balance
Crisp highlights on the bottle and knife
Deep, clean shadows for contrast
Typography Layout:

Top corner:
Clean, modern brand name (e.g., “VITRA”, “FRESCO”, or “NATURO”) in white
Bottom section:
Small line: “Not your average juice”

Large bold headline: “PURE ORANGE. NO COMPROMISE.”
Typography should feel modern, bold, and premium with a strong visual hierarchy. Use a rich orange tone for the headline to complement the juice.

Visual Style:

High-end food advertising aesthetic

Cinematic, bold, and contrast-driven

Ultra-sharp details and textures

Premium editorial look (like a global campaign)

Clean yet powerful composition

Output Requirements:

4K resolution

Photorealistic, advertisement-grade quality

Sharp focus, rich contrast, high dynamic range","创作一张大胆、高端的优质橙汁品牌商业海报，在超写实的摄影棚环境中拍摄，强烈强调新鲜感、精准度和引人注目的视觉吸引力。
核心构图：
一款流线型的透明玻璃瓶，装满浓郁、鲜艳的橙汁，矗立在正中央。标签极简、现代且高端，采用干净的橙色图形与精致的排版。瓶顶配有哑光黑色瓶盖，通过微妙的高光和逼真的反射得到增强。
动作与故事：
两只戴着哑光黑手套的手与产品互动：
一只手从顶部紧紧握住瓶子
另一只手用一把锋利的不锈钢刀切开一个厚实多汁的橙子
切割动作在半空中被捕捉，展现出多汁的果肉和新鲜的柑橘纹理。底部放置了几个橙子切片，略微散落以营造自然而又经过精心设计的构图。
光线与氛围：
背景：深沉浓郁的绿色渐变，带有电影感的衰减效果
表面：深色哑光桌面，带有柔和、受控的反射
光线：戏剧性的摄影棚布光设置
一侧强烈的主光以增加深度
柔和的补光以平衡画面
瓶子和刀子上清脆的高光
深邃、干净的阴影以形成对比
排版布局：

顶部角落：
干净、现代的品牌名称（例如，“VITRA”、“FRESCO”或“NATURO”），白色
底部区域：
小字行：“Not your average juice”

大号粗体标题：“PURE ORANGE. NO COMPROMISE.”
排版应感觉现代、大胆且高端，具有强烈的视觉层次感。标题使用浓郁的橙色色调以与橙汁相呼应。
视觉风格：

高端食品广告美学

电影感、大胆且以对比为导向

超清晰的细节与纹理

高端杂志大片感（宛如全球性广告活动）

干净而有力的构图
输出要求：

4K分辨率

照片级逼真，广告级品质

焦点锐利，对比丰富，高动态范围",https://opennana.com/awesome-prompt-gallery/premium-orange-juice-poster
薄荷绿丝绸睡衣少女沙发自拍,https://img.opennana.com/prompts/assets/202604/1776962878598-5i3cgvcs-1776962880782-1.jpeg,"A captivating, high-quality, full-color, medium-shot selfie of a young woman sitting on a luxurious, light-colored (cream or white) tufted sofa indoors.
The subject is wearing a two-piece silky satin pajama set in a soft mint green
Clothing Details: The top is a bralette style with thin spaghetti straps and a V-neckline. The shorts are low waisted and short, with a delicate lace trim along the hem.
Action/Pose: She is holding a modern smartphone (mint green colored case) with her right hand extended to take the selfie, looking at the camera with a slight, engaging smile. Her left hand is resting lightly on her left thigh. Her legs are crossed or positioned casually. She is curvy yet fit with hour glass figure.
Environment & Mood:
Setting: A bright, airy living space.
Background: A tall window with sheer white curtains, providing natural daylight and soft shadows. A hint of green foliage (trees/bushes) is visible outside the window.
Lighting: Soft, flattering natural light (daylight ambiance).
Style: Fashion-forward, cozy, and luxurious loungewear aesthetic.
Camera Angle: Medium shot, focused on the subject from the waist up.","一张迷人的、高质量的、全彩色的、中景自拍，一位年轻女子坐在室内一张豪华的浅色（奶油色或白色）簇绒沙发上。
主体穿着一套柔软薄荷绿色的两件式真丝缎面睡衣
服装细节：上衣为胸衣式风格，带有细吊带和V领。短裤为低腰且短小，下摆带有精致的蕾丝镶边。
动作/姿势：她右手伸出拿着一部现代智能手机（薄荷绿色手机壳）来自拍，看着镜头，带着轻微、迷人的微笑。她的左手轻轻放在左大腿上。她的双腿交叉或随意摆放。她曲线优美且身材健美，呈沙漏型身材。
环境与氛围：
场景：一个明亮、通风的生活空间。
背景：一扇带有纯白薄纱窗帘的高大窗户，提供自然光和柔和的阴影。窗外隐约可见绿色植物（树木/灌木）。
光照：柔和、讨喜的自然光（日光氛围）。
风格：前卫时尚、舒适且豪华的居家服美学。
拍摄角度：中景，聚焦于主体的腰部以上。",https://opennana.com/awesome-prompt-gallery/mint-green-silk-pajama-selfie
五千年世界文明时空图谱,https://img.opennana.com/prompts/assets/202604/1777037614407-bjlrdpnt-1777037640519-1.jpeg,"Visual display of a 5000-year spatiotemporal map of world civilization, both time and space dimensions must be included, popular science style, accurate details",可视化展示 世界文明 5000 年时空图，时间、空间维度都要有，科普风，细节准确,https://opennana.com/awesome-prompt-gallery/5000-year-world-civilization-map
现代护肤广告亚洲女性拼贴画,https://img.opennana.com/prompts/assets/202604/1777037704507-m2zx6v2s-1777037760892-1.jpeg,"Ultra-modern high-end skincare advertising collage featuring four beautiful young Asian women, each portrait styled in a separate geometric section of a dynamic diagonal layout. Clean editorial beauty photography with soft natural skin texture, glowing healthy complexion, and subtle makeup. Bright vibrant color blocking design using pink, yellow, cyan, and coral tones. Minimal abstract background shapes, smooth gradients, and modern graphic design composition. Studio-quality lighting, fashion magazine aesthetic, premium cosmetic campaign feel. Each woman posed confidently in different angles, smiling softly, fresh and youthful vibe. Balanced symmetry with sharp diagonal divisions and circular portrait frames. Highly polished commercial beauty branding style, cinematic lighting, ultra-detailed, 4k resolution.

IMPORTANT NEGATIVE PROMPT:
No text, no typography, no logos, no brand names, no product bottles, no packaging, no watermark, no labels, no written elements.","超现代高端护肤广告拼贴画，以四位美丽的年轻亚洲女性为特色，每位肖像都经过精心设计，位于动态对角线布局中独立的几何区域。干净利落的杂志大片美容摄影，具有柔软自然的皮肤纹理、容光焕发的健康肤色和淡雅妆容。明亮鲜艳的色块设计，使用粉色、黄色、青色和珊瑚色调。极简抽象背景形状、平滑渐变和现代平面设计构图。影棚级灯光，时尚杂志美学，高端化妆品广告活动感觉。每位女性以不同角度自信摆姿势，温柔微笑，清新青春的氛围。平衡的对称性，具有锐利的对角线划分和圆形肖像框架。高度精致的商业美容品牌风格，电影级灯光，超精细，4k分辨率。

重要负面提示词：
无文字，无排版，无标志，无品牌名称，无产品瓶，无包装，无水印，无标签，无书面元素。",https://opennana.com/awesome-prompt-gallery/modern-skincare-ad-collage
星光女侠白金战衣宣传照,https://img.opennana.com/prompts/assets/202604/1777037670515-srzlmwb7-1777037683803-1.jpeg,"{
  ""meta"": {
    ""style"": ""ultra-photorealistic cinematic superhero promotional photography"",
    ""quality"": ""8K, extremely detailed skin texture, realistic lighting, high dynamic range"",
    ""aspect_ratio"": ""2:3 vertical"",
    ""camera"": {
      ""type"": ""full-frame DSLR"",
      ""lens"": ""85mm f/1.8 portrait lens"",
      ""settings"": ""ISO 100, f/2.2, 1/200 shutter"",
      ""depth_of_field"": ""shallow depth with sharp subject focus and soft background blur""
    }
  },
  ""subject"": {
    ""gender"": ""female"",
    ""age"": ""mid-20s"",
    ""body_type"": ""fit, curvy, athletic proportions"",
    ""skin"": ""smooth, luminous, slightly glossy with natural highlights"",
    ""face"": {
      ""expression"": ""confident, subtle smirk, calm dominance"",
      ""eyes"": ""sharp, slightly narrowed, engaging viewer"",
      ""makeup"": ""soft glam, warm tones, highlighted cheekbones, glossy lips""
    },
    ""hair"": {
      ""style"": ""long, voluminous, soft waves"",
      ""texture"": ""thick and glossy"",
      ""movement"": ""slightly flowing, natural fall over shoulders""
    }
  },
  ""outfit"": {
    ""type"": ""superhero costume"",
    ""design"": ""white and gold bodysuit with deep V neckline"",
    ""material"": ""textured fabric with subtle sparkle and stretch tension"",
    ""details"": [
      ""gold trim outlining torso"",
      ""star emblem at waist"",
      ""metallic gold gloves"",
      ""thigh-high gold boots"",
      ""flowing cape with gold border and star patterns""
    ],
    ""fit"": ""tight, form-fitting, emphasizing body contours""
  },
  ""pose"": {
    ""stance"": ""standing, one hip slightly shifted"",
    ""hands"": [
      ""one hand resting on hip"",
      ""other relaxed near thigh""
    ],
    ""body_language"": ""confident, heroic, poised like a public figure""
  },
  ""environment"": {
    ""type"": ""press event / promotional backdrop"",
    ""background"": {
      ""design"": ""dark blue cinematic backdrop with metallic branding"",
      ""text_elements"": [
        ""THE SEVEN"",
        ""STARLIGHT"",
        ""BRINGING LIGHT TO A""
      ],
      ""graphics"": ""large poster of same character behind subject, slightly blurred""
    },
    ""lighting"": {
      ""key_light"": ""soft diffused frontal light"",
      ""rim_light"": ""gold-toned rim light from side for glow effect"",
      ""background_light"": ""cool blue highlights to separate subject"",
      ""effect"": ""cinematic contrast with glossy highlights on skin and costume""
    }
  },
  ""composition"": {
    ""framing"": ""mid-full body shot"",
    ""angle"": ""slightly low angle for dominance"",
    ""focus"": ""sharp focus on face and torso"",
    ""symmetry"": ""balanced with background poster alignment""
  },
  ""rendering"": {
    ""engine"": ""photorealistic renderer"",
    ""textures"": ""high-frequency skin pores, fabric weave, metallic reflections"",
    ""color_grading"": ""cinematic teal and gold contrast"",
    ""sharpness"": ""ultra crisp subject, soft background blur""
  },
  ""consistency_controls"": {
    ""seed"": 123456,
    ""sampler"": ""DPM++ 2M Karras"",
    ""steps"": 30,
    ""cfg_scale"": 7.5
  },
  ""negative_prompt"": [
    ""low quality"",
    ""blurry face"",
    ""distorted anatomy"",
    ""extra limbs"",
    ""oversharpening"",
    ""cartoon style"",
    ""flat lighting"",
    ""bad proportions"",
    ""duplicate face"",
    ""watermark"",
    ""text artifacts""
  ]
} Don't change face signature: “ XSydneyFan "" in corner Cursive style","{
  ""meta"": {
    ""style"": ""超逼真电影级超级英雄宣传摄影"",
    ""quality"": ""8K, 极其细致的皮肤纹理, 逼真的光线, 高动态范围"",
    ""aspect_ratio"": ""2:3 竖屏"",
    ""camera"": {
      ""type"": ""全画幅单反"",
      ""lens"": ""85mm f/1.8 人像镜头"",
      ""settings"": ""ISO 100, f/2.2, 1/200 快门"",
      ""depth_of_field"": ""浅景深, 主体对焦清晰, 背景柔焦模糊""
    }
  },
  ""subject"": {
    ""gender"": ""女性"",
    ""age"": ""25岁左右"",
    ""body_type"": ""健美, 曲线优美, 运动比例"",
    ""skin"": ""光滑, 明亮, 略带光泽并带有自然高光"",
    ""face"": {
      ""expression"": ""自信, 微妙的坏笑, 冷静的统治力"",
      ""eyes"": ""锐利, 微微眯起, 与观者互动"",
      ""makeup"": ""柔和魅力妆, 暖色调, 高光颧骨, 光泽唇部""
    },
    ""hair"": {
      ""style"": ""长发, 丰盈, 柔和波浪"",
      ""texture"": ""浓密且光泽"",
      ""movement"": ""微微飘动, 自然垂落在肩上""
    }
  },
  ""outfit"": {
    ""type"": ""超级英雄战衣"",
    ""design"": ""白金连体紧身衣, 深V领口"",
    ""material"": ""带有微妙闪光的纹理面料和拉伸张力"",
    ""details"": [
      ""金色镶边勾勒躯干"",
      ""腰部星形徽章"",
      ""金属金手套"",
      ""及大腿金色长靴"",
      ""带有金色边缘和星形图案的飘逸披风""
    ],
    ""fit"": ""紧身, 贴身, 强调身体轮廓""
  },
  ""pose"": {
    ""stance"": ""站立, 一侧臀部微微移动"",
    ""hands"": [
      ""一只手放在臀部"",
      ""另一只手放松靠近大腿""
    ],
    ""body_language"": ""自信, 英勇, 像公众人物一样从容""
  },
  ""environment"": {
    ""type"": ""新闻发布会 / 宣传背景板"",
    ""background"": {
      ""design"": ""深蓝色电影级背景板, 带有金属品牌标识"",
      ""text_elements"": [
        ""THE SEVEN"",
        ""STARLIGHT"",
        ""BRINGING LIGHT TO A""
      ],
      ""graphics"": ""背景中同一角色的大型海报, 略微模糊""
    },
    ""lighting"": {
      ""key_light"": ""柔和漫反射正面光"",
      ""rim_light"": ""侧面金色调轮廓光, 用于发光效果"",
      ""background_light"": ""冷蓝色高光用于分离主体"",
      ""effect"": ""电影级对比度, 皮肤和服装上有光泽高光""
    }
  },
  ""composition"": {
    ""framing"": ""中全身镜头"",
    ""angle"": ""略微低角度以展现统治力"",
    ""focus"": ""面部和躯干清晰对焦"",
    ""symmetry"": ""与背景海报对齐保持平衡""
  },
  ""rendering"": {
    ""engine"": ""照片级真实感渲染器"",
    ""textures"": ""高频皮肤毛孔, 面料编织, 金属反射"",
    ""color_grading"": ""电影级青色与金色对比"",
    ""sharpness"": ""超清晰主体, 柔和背景模糊""
  },
  ""consistency_controls"": {
    ""seed"": 123456,
    ""sampler"": ""DPM++ 2M Karras"",
    ""steps"": 30,
    ""cfg_scale"": 7.5
  },
  ""negative_prompt"": [
    ""低质量"",
    ""面部模糊"",
    ""解剖结构扭曲"",
    ""多余肢体"",
    ""过度锐化"",
    ""卡通风格"",
    ""平淡光线"",
    ""比例失调"",
    ""重复面部"",
    ""水印"",
    ""文字伪影""
  ]
} 不要更改面部签名：角落中的“ XSydneyFan "" 草书风格",https://opennana.com/awesome-prompt-gallery/starlight-white-gold-suit
剑齿虎终极科学探索图鉴,https://img.opennana.com/prompts/assets/202604/1777039547277-po0l7j34-1777039576524-1.jpeg,"Create a visually rich museum-style infographic of a Smilodon (Saber-Toothed Tiger), designed like a premium scientific discovery plate.

Use a hyper-realistic central Smilodon as the focal point, massive and intimidating, with ultra-detailed fur, giant saber teeth, powerful muscles, and cinematic lighting.

Include:
– skeleton breakdown
– skull anatomy with giant fangs
– hunting strategy diagrams
– prey comparison (bison, mammoth, giant sloth)
– size comparison with human silhouette
– habitat map
– fossil evidence
– extinction timeline
– clean layered composition
– bold editorial design
– strong typography
– premium documentary style
Background should be clean, museum-grade, with neutral tones and subtle texture.
Every detail must feel scientific, dramatic, and worthy of a National Geographic cover.
Ultra detailed, 4K, stop-scroll quality, highly shareable.","创作一张视觉丰富的博物馆风格剑齿虎信息图，设计得像一张高级科学发现图版。

使用一只超写实的中央剑齿虎作为视觉焦点，体型巨大且令人生畏，拥有超精细的毛发、巨大的剑齿、强壮的肌肉以及电影级光照。

包含：
– 骨骼拆解图
– 带有巨大獠牙的头骨解剖图
– 狩猎策略图表
– 猎物对比（野牛、猛犸象、大地懒）
– 与人类剪影的体型对比
– 栖息地地图
– 化石证据
– 灭绝时间线
– 干净的分层构图
– 大胆的编辑式设计
– 强有力的排版
– 高级纪录片风格
背景应当干净，达到博物馆级别，带有中性色调和微妙的纹理。
每一个细节都必须让人感觉具有科学性、戏剧性，并且配得上《国家地理》的封面。
超精细，4K，让人停止滑动的质量，极具分享性。",https://opennana.com/awesome-prompt-gallery/smilodon-ultimate-science-guide
日系负片里的夏日午后少女,https://img.opennana.com/prompts/assets/202604/1777037029794-vx78l123-1777037037920-1.jpeg,"Japanese negative film aesthetic, quiet summer afternoon, natural candid moment, soft sunlight through window, slight overexposure highlights, low contrast but rich tonal layers, muted and slightly faded colors, gentle warm skin tone, realistic texture without retouching, subtle film grain, a young beautiful japanese girl is sitting casually on floor near window, legs loosely folded, eating ice cream, relaxed unfocused gaze, light curtain moving with breeze, imperfect composition, quiet and distant mood, “memory-like realism”， --ar 2:3","日系负片美学,宁静的夏日午后,自然的抓拍瞬间,透过窗户的柔和阳光,轻微过曝的高光,低对比度但丰富的色调层次,柔和且微微褪色的色彩,温暖柔和的肤色,无修图的真实质感,细腻的胶片颗粒,一位年轻美丽的日本女孩随意地坐在窗边的地板上,双腿松散地折叠着,吃着冰淇淋,放松且失焦的凝视,轻薄的窗帘随风飘动,不完美的构图,安静而疏远的情绪,“记忆般的真实感”， --ar 2:3",https://opennana.com/awesome-prompt-gallery/japanese-film-summer-girl
虚构电影五十六帧极致拼贴,https://img.opennana.com/prompts/assets/202604/1777039847286-eoo8abd7-1777039858419-1.jpeg,"A 7-column by 8-row grid of 56 film frames, all captured from the same fictional feature film each panel showcasing cinematic stills with consistent color grading, matching production design, and a unified visual tone throughout the entire grid.",一个7列8行共56个电影画面的网格，均取自同一部虚构故事片，每个面板展示电影静帧，具有一致的电影调色、匹配的美术设计，以及贯穿整个网格的统一视觉基调。,https://opennana.com/awesome-prompt-gallery/fictional-film-56-frames-collage
巴士窗边的日系负片少女,https://img.opennana.com/prompts/assets/202604/1777039590619-xpgm5t2n-1777039600362-1.jpeg,"Japanese negative film aesthetic, bus window seat, soft daylight streaming in, slight overexposure highlights on face and window edges, low contrast, muted faded colors, subtle grain  subject leaning lightly against window, head tilted slightly, direct or soft gaze toward camera, calm expression, natural posture  moving light patterns on skin, reflections and glass distortions, imperfect framing, quiet drifting mood, nostalgic everyday realism --2:3","日系负片美学, 巴士窗边座位, 柔和的日光倾泻而入, 脸部和窗边缘有轻微过曝的高光, 低对比度, 柔和褪色的色彩, 细腻的颗粒感  人物轻轻靠在窗户上, 头部微微倾斜, 直视或柔和地注视着镜头, 平静的表情, 自然的姿态  皮肤上移动的光影图案, 倒影与玻璃扭曲, 不完美的构图, 宁静漂泊的氛围, 怀旧的日常写实主义 --2:3",https://opennana.com/awesome-prompt-gallery/bus-window-japanese-film
